Frank-Hertz Experiment		
		
Vr(V)= 1.5		
Cathode Heater Current (mA) = 300		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
0.00	0.59	162.39
0.10	0.82	162.39
0.20	0.45	162.39
0.30	0.54	162.39
0.40	0.32	162.38
0.50	0.33	162.38
0.60	0.53	162.38
0.70	0.28	162.38
0.80	0.28	162.38
0.90	0.34	162.38
1.00	0.41	162.39
1.10	0.11	162.39
1.20	0.22	162.39
1.30	0.21	162.39
1.40	0.30	162.38
1.50	0.02	162.38
1.60	0.43	162.38
1.70	0.15	162.38
1.80	0.32	162.37
1.90	0.36	162.37
2.00	0.12	162.37
2.10	0.15	162.37
2.20	0.21	162.38
2.30	0.18	162.38
2.40	0.09	162.37
2.50	0.11	162.37
2.60	0.11	162.37
2.70	0.07	162.37
2.80	0.09	162.37
2.90	0.09	162.37
3.00	0.21	162.37
3.10	0.32	162.37
3.20	0.22	162.36
3.30	0.32	162.36
3.40	0.17	162.36
3.50	0.40	162.36
3.60	0.14	162.36
3.70	0.05	162.36
3.80	0.23	162.35
3.90	0.00	162.35
4.00	0.56	162.35
4.10	0.04	162.35
4.20	0.01	162.35
4.30	0.16	162.35
4.40	0.29	162.34
4.50	0.28	162.34
4.60	0.13	162.34
4.70	0.01	162.34
4.80	0.25	162.34
4.90	0.07	162.33
5.00	0.22	162.33
5.10	0.14	162.33
5.20	0.01	162.33
5.30	0.30	162.33
5.40	0.18	162.33
5.50	0.17	162.33
5.60	0.22	162.33
5.70	0.39	162.32
5.80	0.42	162.32
5.90	0.38	162.31
6.00	0.02	162.31
6.10	0.43	162.31
6.20	0.42	162.31
6.30	0.56	162.31
6.40	0.26	162.31
6.50	0.19	162.30
6.60	0.17	162.30
6.70	0.74	162.29
6.80	0.25	162.29
6.90	0.53	162.28
7.00	0.76	162.28
7.10	0.76	162.28
7.20	0.32	162.28
7.30	0.12	162.27
7.40	0.10	162.27
7.50	0.67	162.27
7.60	0.36	162.27
7.70	0.12	162.25
7.80	0.45	162.25
7.90	0.46	162.25
8.00	0.56	162.25
8.10	0.25	162.24
8.20	0.44	162.24
8.30	0.81	162.25
8.40	0.70	162.25
8.50	0.04	162.23
8.60	0.12	162.23
8.70	0.40	162.23
8.80	0.77	162.23
8.90	0.21	162.23
9.00	0.26	162.23
9.10	0.89	162.22
9.20	0.57	162.22
9.30	0.46	162.22
9.40	0.08	162.21
9.50	0.36	162.21
9.60	0.70	162.20
9.70	0.42	162.20
9.80	0.17	162.20
9.90	0.35	162.20
10.00	1.10	162.19
10.10	1.39	162.19
10.20	0.60	162.19
10.30	0.61	162.19
10.40	1.17	162.18
10.50	1.45	162.18
10.60	1.07	162.18
10.70	0.98	162.18
10.80	1.32	162.18
10.90	1.73	162.18
11.00	1.33	162.17
11.10	1.18	162.17
11.20	1.38	162.17
11.30	1.32	162.17
11.40	1.08	162.17
11.50	0.75	162.17
11.60	0.69	162.16
11.70	1.38	162.16
11.80	1.00	162.16
11.90	0.63	162.16
12.00	0.21	162.16
12.10	1.14	162.16
12.20	0.90	162.17
12.30	0.52	162.17
12.40	0.70	162.17
12.50	0.69	162.17
12.60	0.83	162.16
12.70	0.48	162.16
12.80	0.76	162.17
12.90	0.58	162.17
13.00	0.35	162.16
13.10	0.57	162.16
13.20	0.58	162.16
13.30	0.51	162.16
13.40	0.70	162.16
13.50	0.53	162.16
13.60	0.01	162.15
13.70	0.76	162.15
13.80	0.98	162.15
13.90	0.59	162.15
14.00	0.43	162.15
14.10	0.52	162.15
14.20	1.07	162.14
14.30	0.94	162.14
14.40	0.92	162.14
14.50	1.16	162.13
14.60	1.28	162.13
14.70	1.24	162.14
14.80	1.25	162.14
14.90	1.24	162.14
15.00	1.49	162.14
15.10	1.97	162.14
15.20	1.64	162.14
15.30	1.84	162.13
15.40	2.28	162.13
15.50	2.42	162.13
15.60	2.24	162.13
15.70	2.14	162.12
15.80	2.49	162.12
15.90	2.46	162.13
16.00	2.12	162.13
16.10	1.82	162.12
16.20	1.87	162.12
16.30	1.85	162.12
16.40	1.52	162.12
16.50	1.27	162.13
16.60	1.36	162.13
16.70	1.20	162.13
16.80	1.18	162.13
16.90	0.95	162.14
17.00	0.82	162.14
17.10	0.97	162.14
17.20	0.87	162.14
17.30	0.58	162.14
17.40	0.58	162.14
17.50	0.74	162.14
17.60	0.79	162.14
17.70	0.65	162.15
17.80	0.51	162.15
17.90	0.42	162.15
18.00	0.69	162.15
18.10	0.80	162.15
18.20	0.48	162.15
18.30	0.45	162.15
18.40	1.12	162.15
18.50	0.92	162.16
18.60	0.81	162.16
18.70	0.38	162.16
18.80	1.43	162.16
18.90	1.03	162.17
19.00	0.93	162.17
19.10	1.15	162.17
19.20	1.38	162.17
19.30	1.62	162.17
19.40	1.61	162.17
19.50	1.68	162.17
19.60	2.17	162.18
19.70	2.18	162.18
19.80	2.31	162.18
19.90	2.16	162.18
20.00	2.42	162.19
20.10	2.75	162.19
20.20	3.11	162.20
20.30	3.02	162.20
20.40	3.33	162.19
20.50	3.23	162.19
20.60	3.24	162.20
20.70	3.08	162.20
20.80	2.81	162.21
20.90	2.85	162.21
21.00	2.71	162.20
21.10	2.28	162.20
21.20	1.95	162.20
21.30	1.96	162.20
21.40	1.65	162.20
21.50	1.52	162.20
21.60	1.27	162.19
21.70	0.65	162.19
21.80	1.45	162.19
21.90	1.11	162.19
22.00	0.54	162.19
22.10	0.85	162.19
22.20	0.81	162.18
22.30	0.68	162.18
22.40	0.46	162.18
22.50	0.46	162.18
22.60	1.06	162.18
22.70	0.89	162.18
22.80	0.55	162.17
22.90	0.86	162.17
23.00	0.70	162.17
23.10	0.80	162.17
23.20	0.95	162.17
23.30	0.77	162.17
23.40	0.74	162.16
23.50	1.18	162.16
23.60	0.85	162.15
23.70	1.05	162.15
23.80	1.57	162.15
23.90	1.69	162.15
24.00	1.63	162.14
24.10	1.68	162.14
24.20	1.74	162.13
24.30	2.27	162.13
24.40	2.45	162.13
24.50	2.30	162.13
24.60	2.69	162.12
24.70	3.03	162.12
24.80	3.32	162.12
24.90	3.35	162.12
25.00	3.47	162.12
25.10	3.79	162.12
25.20	3.89	162.12
25.30	3.76	162.11
25.40	3.84	162.11
25.50	4.01	162.10
25.60	3.79	162.10
25.70	3.44	162.10
25.80	3.12	162.10
25.90	3.02	162.09
26.00	3.35	162.09
26.10	2.71	162.10
26.20	2.34	162.10
26.30	2.18	162.09
26.40	2.09	162.09
26.50	2.00	162.09
26.60	1.58	162.09
26.70	1.13	162.09
26.80	1.55	162.09
26.90	1.54	162.08
27.00	1.17	162.08
27.10	0.91	162.08
27.20	0.97	162.08
27.30	0.96	162.08
27.40	0.86	162.08
27.50	0.72	162.08
27.60	0.67	162.08
27.70	0.82	162.08
27.80	0.80	162.08
27.90	0.76	162.08
28.00	0.86	162.08
28.10	1.19	162.09
28.20	0.97	162.09
28.30	1.16	162.09
28.40	1.18	162.09
28.50	1.44	162.09
28.60	1.44	162.09
28.70	1.55	162.08
28.80	1.75	162.08
28.90	2.03	162.08
29.00	2.20	162.08
29.10	2.18	162.08
29.20	2.43	162.08
29.30	2.78	162.08
29.40	3.02	162.08
29.50	3.12	162.09
29.60	3.24	162.09
29.70	3.84	162.08
29.80	4.08	162.08
29.90	4.18	162.08
30.00	4.02	162.08
